no;code;nom;surf;long;lat;alt;nbcom;biogeo;activplus;activmoins
1;1776;Vallée de la Doller;1155;7.22;47.74;280;9;Continentale;3;5
2;1781;Massif du Donon, du Schneeberg et du Grossmann;3151;7.26;48.53;700;10;Continentale;7;4
3;1782;Champ du Feu;169;7.26;48.4;1030;3;Continentale;8;7
4;1794;Vallée de la Sarre, de l'Albe et de l'Isch, le marais du Francaltroff, Bas-Rhin;517;7.02;48.95;235;7;Continentale;8;5
5;1844;Mines de Mairelles, de Château Lambert, réseau Jean Antoine, secteur le Thillot;6;6.77;47.85;690;1;Continentale;4;4
6;1845;Gîtes à chiroptères de la Colline inspirée - Erablières, pelouses, église et château de Vandeleville;34;5.99;48.42;360;13;Continentale;2;2
7;1849;Forêt domaniale de Gérardmer ouest (La Morte Femme, Faignes de Noir Rupt);1011;6.8;48.06;805;3;Continentale;4;4
8;1892;Crêtes des Vosges mosellanes;1583;7.24;48.58;765.5;6;Continentale;5;4
9;1899;Gîtes à chauves-souris autour de Saint-Dié;0.04;6.96;48.31;500;5;Continentale;3;3
10;1900;Carrières du Perthois : gîtes à chauves-souris;0.13;5.14;48.6;275;5;Continentale;5;5
11;1905;Massif de Vologne;598;6.84;48.1;743;3;Continentale;2;2
12;1906;Massif de Haute Meurthe, défilé de Straiture;959;6.98;48.11;877.5;1;Continentale;6;5
13;1907;Massif de Saint Maurice et Bussang;686;6.87;47.86;940;3;Continentale;7;7
14;1908;Hêtraie sapinière de Bousson et Grandcheneau;1049;7.01;48.51;490.5;2;Continentale;1;1
16;1909;Massif forestier de Longegoutte;356;6.7;47.95;875;2;Continentale;5;4
17;1910;Chaumes du Hohneck, Kastelberg, Rainkopf, et Charlemagne;210;7;48.03;1256.5;2;Continentale;8;7
18;1911;Secteur du Tanet Gazon du Faing;538;7.05;48.09;1208;2;Continentale;7;6
19;1912;Tourbière de Lispach;11;6.94;48.05;1000;1;Continentale;3;3
20;1914;Etang et tourbière de la Demoiselle;15;6.54;48;545;1;Continentale;5;4
21;1916;Tourbière du Champâtre;17;6.79;48;1010;1;Continentale;3;3
22;1917;Tourbière de Jemnaufaing;10;6.82;48;1010;1;Continentale;3;3
23;1918;Tourbière de la Bouyère;3;6.73;48.14;700;1;Continentale;1;1
24;1970;Coteaux de la Dronne;272;0.52;45.29;120;5;Atlantique;0;0
25;5752;Marais Poitevin;20323;-1.08;46.25;20;102;Atlantique;4;7
27;2137;Ruisseaux de Vaux-la-Douce et des Bruyères;6;5.73;47.85;260;7;Continentale;0;0
28;2173;Massif forestier de Saint-Gobain;434;3.41;49.55;133;9;Atlantique;3;2
29;2441;Gorges de l'Hérault;21736;3.56;43.77;440;27;Méditerranéenne;9;7
30;2478;Causse de Campestre et Luc;3624;3.4;43.94;745.5;2;Méditerranéenne;3;2
31;2479;Causse de Blandas;7913;3.53;43.91;747.5;9;Méditerranéenne;3;2
32;2489;Massif du Canigou;11746;2.35;42.46;1605.5;11;Alpine;6;4
33;2496;Grotte de la Ratapanade;44.86;2.94;43.17;76.5;1;Méditerranéenne;0;0
34;2501;Conque de la Preste;8436;2.42;42.41;1600;1;Alpine;10;9
35;2513;Grotte de la Valette;115;2.3;43;554.5;1;Méditerranéenne;2;2
36;2555;Côteaux de Château-Jaloux;6;3.1;46.09;410;2;Continentale;3;2
37;2781;Chaos ruiniforme du Rajal Del Gorp;106;3.11;44.05;806.5;1;Méditerranéenne;0;0
38;2782;Liset de Hount Blanque;4059;0.16;42.95;1896;3;Alpine;0;0
39;2784;Gorges du Tarn;489;3.21;44.21;625;4;Méditerranéenne;0;0
41;6632;Gorges de la Jonte;2.73;3.37;44.2;880;3;Méditerranéenne;0;4
43;2786;Gorges de la Dourbie;7087;3.28;44.06;605;6;Méditerranéenne;0;0
44;2787;Gorges de Trevezel;396;3.32;44.06;690;1;Méditerranéenne;0;0
45;2793;Cirque et grotte du Boundoulaou;223;3.04;44.07;565;1;Méditerranéenne;6;4
46;2795;Serre de Cougouille;169;3.13;43.96;885;1;Méditerranéenne;3;0
47;2796;Cirques de Saint-Paul-des-Fonts et de Tournemire;676;3.04;43.95;675;5;Méditerranéenne;4;2
48;2797;Plateau et corniches du Guilhaumard;3744;3.18;43.85;707;4;Méditerranéenne;3;1
49;2801;Causse Noir et ses corniches;13990;3.23;44.16;765;9;Méditerranéenne;14;10
50;2802;Vallée du Riberot et massif du Mont Valier;7745;1.06;42.81;1900;3;Alpine;4;2
51;2812;Vallée de l'Isard, mail de Bulard, pics de Maubermé, de Serre-Haute et du Crabère;6428;0.92;42.83;1800;6;Alpine;2;0
53;2819;Chars de Moulis et de Liqué, grotte d'Aubert, Soulane de Balaguères et de Sainte-Catherine, granges des vallées de Sour et d'Astien;4377;1.03;42.96;764;7;Atlantique;1;1
54;2827;Grotte de Fond d'Erbies;1;1.68;44.41;200;1;Atlantique;1;1
55;2835;Péguère, Barbat, Cambalès;4651;-0.17;42.85;2027.5;2;Alpine;13;11
56;2838;Estaubé, Gavarnie, Troumouse et Barroude;9479;0.05;42.73;2174;2;Alpine;0;0
57;2839;Pic Long Campbielh;8174;0.11;42.79;2086.5;2;Alpine;0;0
58;2848;Haute vallée d'Oô;3407;0.5;42.73;2180.5;2;Alpine;7;6
59;2849;Haute vallée de la Pique;8251;0.59;42.72;1883;5;Alpine;11;10
60;7843;Haute vallée de la Garonne;11108;0.78;42.87;1313;26;Alpine;10;9
62;2851;Zones rupestres xérothermiques du bassin de Marignac, Saint-Béat, pic du Gar, montagne de Rié;7680;0.72;42.95;1087;16;Alpine;9;8
63;2852;Chaînons calcaires du Piémont Commingeois;6198;0.67;43.02;723;19;Atlantique;0;0
64;2856;Coteaux de Lizet et de l'Osse vers Montesquiou;1865;0.35;43.58;186;2;Atlantique;12;13
65;2858;Vallée de la Dordogne quercynoise;5567;1.63;44.9;176.5;20;Atlantique;0;0
66;2859;Vallée de la Cère et tributaires;3031;1.97;44.95;369;14;Continentale;1;1
67;2860;Vallées de l'Ouysse et de l'Alzou;3009;1.59;44.78;207;5;Atlantique;22;20
68;2865;Côtes de Bieil et de Montoussé;98.32;0.64;43.3;301;1;Atlantique;9;8
69;2868;Zones humides de Moliets, la Prade et Moisans;100;-1.37;43.82;6;2;Atlantique;0;0
70;2871;Vallées de la Grande et de la Petite Leyre;5686;-0.77;44.43;43.5;20;Atlantique;0;0
71;2872;Réseau hydrographique des affluents de la Midouze;4914;-0.43;43.98;70;43;Atlantique;0;0
72;2873;Champ de tir de Captieux;9284;-0.35;44.22;113;6;Atlantique;0;0
73;2883;L'Ourbise;377;0.27;44.38;67.5;6;Atlantique;0;0
74;2889;Réseau hydrographique du Dropt;2450;0.08;44.65;44.5;64;Atlantique;0;0
75;2898;Zones humides de l'ancien étang de Lit-et-Mixe;2188;-1.26;44.05;37.5;7;Atlantique;0;0
76;2903;Dunes modernes du littoral landais d'Arcachon à Mimizan Plage;739;-1.25;44.41;11.5;4;Atlantique;0;0
77;2904;Dunes modernes du littoral landais de Mimizan Plage au Vieux-Boucau;593;-1.32;44.07;14;2;Atlantique;0;0
78;2905;Dunes modernes du littoral landais de Vieux-Boucau à Hossegor;176;-1.42;43.73;11.5;1;Atlantique;0;0
79;2906;Dunes modernes du littoral landais de Capbreton à Tarnos;439;-1.45;43.61;9;4;Atlantique;0;0
80;2913;La Nivelle (estuaire, barthes et cours d'eau);1450;-1.64;43.37;300;8;Atlantique;0;0
81;2921;Le Gave d'Ossau;2300;-0.41;43.07;1360;17;Alpine;0;0
82;3058;Forêt de la Grésigne;3604;1.75;44.02;316;3;Atlantique;4;2
83;3059;Rioumajou et Moudang;9522;0.28;42.74;2172;2;Alpine;8;6
84;3060;Haut-Louron : Aygues Tortes, Caillauas, Gourgs Blancs, Gorges de Clarabide, pics des Pichadères et d'Estiouère, montagne de Tramadits;5439;0.42;42.73;2087;2;Alpine;17;11
85;3063;Vallée de l'Arn;1456;2.58;43.52;614;5;Continentale;0;0
86;3065;Causse de Caucalières et Labruguière;2001;2.31;43.54;266;6;Atlantique;8;5
87;3066;Tourbières du Margnès;2787;2.57;43.65;911.5;3;Continentale;6;5
88;3068;Basse vallée du Lignon;56;2.32;43.64;299;2;Continentale;0;0
89;3070;Gorges de l'Aveyron, causses proches et vallée de la Vère;11660;1.71;44.08;278;6;Atlantique;16;13
90;3079;Le Montalet;381;2.75;43.68;1059.5;1;Continentale;0;0
91;3087;Secteur des Sucs;905;4.15;44.83;1476.5;10;Continentale;0;0
92;3088;Allier et ses affluents;880;3.96;44.7;1303;8;Continentale;0;0
93;3120;Etournel et defilé de l'Ecluse;318;5.91;46.12;370;5;Continentale;10;8
94;6120;Marais de la Souche;2747;3.84;49.6;71;24;Atlantique;16;12
95;3157;Estuaire et marais de la Basse Seine;18840;0.24;49.43;3;50;Atlantique;12;13
96;3159;Terrasses alluviales de la Seine;3694;1.36;49.23;38.5;15;Atlantique;12;11
97;3175;Chausey;82426;-1.78;48.85;0.5;3;Atlantique;0;0
99;3176;Basses Vallées du Cotentin et Baie des Veys;33695;-1.15;49.35;2;82;Alpine;2;1
100;4446;Baie de Seine occidentale;45566;-1.09;49.49;-10.5;2;Atlantique;0;0
102;3178;Baie du Mont Saint Michel;47672;-1.58;48.66;23;44;Atlantique;0;0
103;3179;Estuaire de l'Orne;1000;-0.21;49.26;2;4;Atlantique;0;0
104;3180;Falaise du Bessin Occidental;1200;-0.95;49.4;17.5;4;Atlantique;0;0
105;3181;Littoral augeron;21420;-0.06;49.36;0;12;Atlantique;0;0
106;3182;Landes et dunes de la Hague;4950;-1.86;49.65;91;3;Atlantique;0;0
107;3183;Havre de la Sienne;2167;-1.55;49;10;7;Atlantique;1;1
108;3184;Forêts et étangs du Perche;47681;0.82;48.57;212;70;Atlantique;0;0
109;3193;Étang de Galetas;631;3.03;48.1;150;2;Atlantique;5;5
110;3196;Estuaire de la Canche;5032;1.55;50.53;4;4;Atlantique;0;0
111;3197;Platier d'Oye;353;2.05;51;2;2;Atlantique;0;0
112;3198;Marais de Balançon;1007;1.63;50.45;1;7;Atlantique;0;0
113;3229;Vallée du Rhin de Lauterbourg à Strasbourg;8816;8.01;48.76;121;20;Continentale;8;10
114;3230;Vallée du Rhin d'Artzenheim à Village-Neuf;4894;7.54;47.81;214;23;Continentale;8;14
115;3231;Crêtes du Donon-Schneeberg, Bas-Rhin;6810;7.23;48.57;688;8;Continentale;7;4
116;3272;Mor Braz;40276;-2.6;47.36;-20;1;Atlantique;2;2
117;3273;Estuaire de la Loire - Baie de Bourgneuf;80202;-2.26;47.09;-15;1;Atlantique;4;4
118;3308;Bonne Anse, marais de Bréjat et de Saint Augustin;2626;-1.2;45.68;1;8;Atlantique;5;6
119;3385;Steppes de La Valbonne;1124;5.15;45.83;210;5;Continentale;2;2
120;3399;Crêts du haut-Jura;17346;5.92;46.2;1153;22;Continentale;0;0
121;3415;Canigou-conques de La Preste;20224;2.35;42.46;1605.5;8;Alpine;2;1
122;3440;Plaine de Fabrègues-Poussan;3288;3.72;43.53;44.5;8;Méditerranéenne;7;7
123;3445;Complexe lagunaire de Canet-Saint Nazaire;1869;3.01;42.66;2.5;4;Méditerranéenne;8;6
124;3446;Massif du Madres-Coronat;21396;2.24;42.61;1434.5;18;Alpine;7;7
125;3807;Ruisseau de Moissannes;7;1.56;45.86;412.5;1;Continentale;4;4
126;3814;Falaises d'Anduze;535;4;44.07;284;4;Méditerranéenne;0;0
127;3817;Château de Salses;3;2.91;42.83;12.5;1;Méditerranéenne;5;5
128;3831;Cavités à chiroptères de Saint-Michel-le-Cloucq et Pissotte;6.56;-0.78;46.65;70;2;Atlantique;4;4
129;3855;Étangs d'Armagnac;1028;-0.03;43.89;132;12;Atlantique;17;13
130;3884;Dunes de la Sauzaie et marais du Jaunay;1138;-1.89;46.66;11.5;4;Atlantique;13;11
131;3895;Moun Né de Cauterets, pic de Cabaliros;3703;-0.14;42.92;1862;4;Alpine;1;0
132;3917;Massif de la Serre;4400;5.55;47.19;289;32;Continentale;21;20
134;3918;Chaîne des Puys;2037;2.96;45.78;1132;8;Continentale;11;8
135;3926;Causse de Gaussou et sites proches;198;1.66;44.19;255;3;Atlantique;3;1
136;3937;Vallée du Canut;427;-1.89;47.97;72;12;Atlantique;11;9
138;3984;Lagune du Brusc;506;5.77;43.08;0;1;Méditerranéenne;1;1
139;3995;Grotte d'Aliou;1;1.04;42.99;450;1;Atlantique;2;1
140;3996;Grotte de Tourtouse;1;1.12;43.09;400;1;Atlantique;2;1
141;4000;Forêt de Mervent-Vouvant et ses abords;495;-0.74;46.5;65;7;Atlantique;3;2
142;4002;Marais de Brouage (et marais nord d'Oléron);26095;-1.12;45.87;11.5;17;Atlantique;18;16
143;4009;Pelouse des sources de la Suize a Courcelles-en-Montagne;111;5.18;47.83;438;2;Continentale;0;0
144;4013;Bocage de Montsûrs à la forêt de Sillé-le-Guillaume;10245;-0.38;48.18;125;14;Atlantique;4;4
145;4015;Grotte du Ker de Massat;1;1.32;42.9;600;1;Alpine;1;1
146;4018;Basse Sioule;593;3.27;46.26;256.5;7;Continentale;20;17
147;4051;Grotte de Montseron;1;1.32;43.02;600;1;Alpine;1;1
148;4066;Forêt de Doulaincourt;2057;5.19;48.29;321;4;Continentale;0;0
149;4084;Tourbières et ruisseaux de Mouthe, source du Doubs;124;6.2;46.7;948;1;Continentale;0;0
150;4117;Marais des basses vallées de la Juine et de l'Essonne;397;2.39;48.55;50;5;Atlantique;5;5
151;4142;Littoral seino-marin;180050;0.41;49.89;43.5;17;Atlantique;6;6
152;6254;Étival - Assencière;1640;5.78;46.5;804;6;Continentale;4;3
154;4173;Entrecôtes du Milieu-Malvaux;1992;6.01;46.67;918;5;Continentale;2;2
155;4174;Piémont Vosgien;4701;6.91;47.74;687;12;Continentale;4;4
156;4175;Reculée des Planches près d'Arbois;1343;5.8;46.88;478;4;Continentale;19;19
157;7390;Dunes, forêt et marais d'Olonne;2889;-1.81;46.56;15;14;Atlantique;15;14
159;4193;La cave Billard (Puy Notre Dame);0.02;-0.22;47.13;70;1;Atlantique;4;4
160;7382;Marais de Goulaine;1514;-1.4;47.2;5;12;Atlantique;7;7
162;4204;Galerie à chauves-souris du Pont des Pierres;9;5.81;46.16;443;1;Continentale;1;1
163;4206;Loire et ses affluents;1315;4.03;44.8;1198;15;Continentale;0;0
164;4207;Sables de l'Herbasse et des Balmes de l'Isère;1067;5.01;45.07;231;6;Continentale;3;3
165;4211;Grotte à chauves-souris de Baume Sourde;333;5.05;44.62;352;3;Méditerranéenne;7;8
166;4213;Étangs de Sologne bourbonnaise;469;3.43;46.57;245;6;Continentale;12;10
167;4256;Massif forestier de Crécy-en-Ponthieu;894;1.81;50.24;60;1;Atlantique;3;2
168;4259;Réseau de coteaux crayeux du bassin de l'Oise aval (Beauvaisis);415;1.98;49.52;137.5;32;Atlantique;2;2
169;4260;Cuesta du Bray;774;1.99;49.36;155.5;15;Atlantique;18;13
170;4262;Cavité de Larris Millet à Saint-Martin-le-Nœud;1.64;2.05;49.4;132;2;Atlantique;8;6
171;4264;Collines du Laonnois oriental;1376;3.72;49.52;136.5;30;Atlantique;14;8
172;4266;Coteaux de la vallée de l'Automne;625;2.84;49.29;85;19;Atlantique;5;6
173;7384;Vallée de la Loire des Ponts-de-Cé à Montsoreau;5157;-0.17;47.32;30.5;30;Atlantique;22;21
175;4341;Bocage de la forêt de la Monnaie à Javron-les-Chapelles;6451;-0.24;48.46;201;8;Atlantique;4;4
176;4342;Caves de Nérac;1.29;0.33;44.13;77.5;1;Atlantique;2;1
177;4343;Prairies humides et forêts alluviales du Val de Saône;3665;4.93;46.48;171;17;Continentale;9;7
178;4345;Basse vallée de l'Ain, confluence Ain-Rhône;3409;5.25;45.93;213;23;Continentale;0;0
179;4346;Bois de Païolive et Basse Vallée du Chassezac;6217;4.22;44.42;206;12;Méditerranéenne;13;12
180;4347;Landes et forêts du bois des Bartres;4409;4.09;44.36;432;5;Méditerranéenne;2;0
181;4349;Grotte à chauves-souris des Sadoux;1313;5.24;44.61;832;5;Méditerranéenne;8;8
182;4351;Crêts du Pilat;1831;4.58;45.37;1161;10;Continentale;13;10
183;4356;Forêt des Colettes;762;3;46.19;575;3;Continentale;5;3
184;4357;Zones alluviales de la confluence Dore-Allier;2401;3.37;45.92;305;16;Continentale;13;12
185;4359;Vallées et côteaux thermophiles au nord de Clermont-Ferrand;235;3.1;45.85;437;12;Continentale;11;10
186;4361;Puy de Pileyre-Turluron;79;3.31;45.72;475;3;Continentale;14;13
187;4362;Tourbières et zones humides du nord-est du massif cantalien;1527;2.84;45.21;1150;5;Continentale;8;8
188;4365;Aubrac;723;3;44.77;1127;6;Continentale;15;14
189;4367;Val d'Allier Limagne Brivadoise;748;3.38;45.34;510;9;Continentale;6;4
190;4373;Sucs de Breysse;118;4;44.9;1200;3;Continentale;3;2
191;4375;Grotte de la Denise;58;3.85;45.06;840;2;Continentale;2;2
192;4376;Carrière de Solignac (dite de Coucouron);220;3.87;44.97;795;1;Continentale;10;8
193;4380;Massif forestier des Prieurés: Moladier, Bagnolet et Messarges;2941;3.26;46.5;250;7;Continentale;4;2
194;4381;Le Petit Rhône;806;4.43;43.58;2;5;Méditerranéenne;4;4
195;4400;Pelouses et forêts du Barséquanais;318;4.53;47.97;256;7;Continentale;1;0
196;4402;Pelouses submontagnardes du plateau de Langres;30;5.19;47.79;465;5;Continentale;0;0
197;4414;Bois de Serqueux;960;5.75;48.01;417;3;Continentale;0;0
198;4420;Ruisseaux de Pressigny et de la Ferme d'Aillaux;635;5.66;47.73;303;2;Continentale;0;0
199;4421;Anciennes carrières souterraines de Chevillon et Fontaines sur Marne;23;5.14;48.54;305;2;Continentale;1;1
200;4423;Carrières souterraines de Chaumont-Choignes;20;5.17;48.11;303;2;Continentale;2;2
201;4424;Massif forestier de Lucheux;275;2.4;50.21;116;4;Atlantique;15;9
202;4427;Landes et forêts humides du Bas Bray de l'Oise;230;1.82;49.45;115.5;4;Atlantique;13;17
203;4428;Coteaux de l'Oise autour de Creil;102;2.45;49.23;60;3;Atlantique;12;12
204;4432;Landes de Versigny;239;3.45;49.63;79.5;4;Atlantique;5;3
205;4465;Landes sèches et milieux tourbeux du bois du Breuil;356;3.79;46.7;250;3;Continentale;9;7
206;4478;Combes Derniers;332;6.16;46.71;1033;8;Continentale;8;7
208;7180;Massif du Mont-d'Or, du Noirmont et du Risol;10364;6.24;46.66;1209;22;Continentale;9;9
210;4486;Côte de Château le Bois et gouffre du Creux à Pépé;152;5.83;47.14;299;1;Continentale;0;0
211;4490;Combe du Lac;142;5.99;46.41;1186;2;Continentale;11;10
212;4492;Combe du Nanchez;432;5.84;46.51;921;2;Continentale;10;9
213;4494;Vallons forestiers, rivières, ruisseaux, milieux humides et temporaires de la forêt de Chaux;1885;5.65;47.07;242;15;Continentale;2;2
214;4495;Massif du Risoux;1843;6.09;46.53;1225;8;Continentale;8;6
216;7182;Forêt du Massacre;1807;6.02;46.4;1320;6;Continentale;7;5
218;4500;Complexe des Sept Lacs du Jura;2162;5.89;46.62;805;10;Continentale;19;15
220;4501;Vallées et côtes de la Bienne, du Tacon et du Flumen;17583;5.89;46.39;868;42;Continentale;8;5
222;7193;Vallée de la Lanterne;23880;6.3;47.83;282;126;Continentale;31;29
224;4509;Étangs et Vallées du Territoire de Belfort;5114;6.96;47.61;382;48;Continentale;6;6
225;7389;Marais Breton, baie de Bourgneuf, île de Noirmoutier et forêt de Monts;55826;-2.07;46.87;10;54;Atlantique;23;22
227;4517;Marais de Talmont et zones littorales entre les Sables-d'Olonne et Jard-sur-Mer;2010;-1.64;46.43;7.5;3;Atlantique;19;15
228;4519;Côteaux calcaires entre les Bouchauds et Marsac;222;-0.00194;45.78;95;3;Atlantique;6;4
229;4523;Les Chaumes Boissières et côteaux de Châteauneuf-sur-Charente;625;-0.09;45.61;66;4;Atlantique;2;2
230;4524;Chaumes du Vignac et de Clérignac;103;0.05;45.56;87;2;Atlantique;0;0
231;4527;Côteaux du Montmorélien;323;0.25;45.43;130.5;15;Atlantique;0;0
232;4536;Vallée du Corchon;62.87;1.1;46.49;125;3;Continentale;5;4
233;4540;Citerne de Sainte-Ouenne;0.03;-0.44;46.44;75;1;Atlantique;2;1
234;4573;Steppes de la Valbonne;1122;5.15;45.83;210;5;Continentale;2;2
235;4581;Marais du Val d'Ainan;247;5.59;45.43;444;3;Continentale;3;3
236;4583;Marais à Laiche bicolore, prairies de fauche et habitats rocheux du Vallon du Ferrand et du Plateau d'Emparis;2412;6.2;45.07;2289;3;Alpine;6;6
237;4584;Plaine de Bourg d'Oisans et ses versants;3473;6.02;45.06;900;9;Alpine;8;7
238;4585;Ubacs du Charmant Som et gorges du Guiers Mort;2329;5.75;45.33;1335;3;Alpine;3;2
239;4588;Pelouses, forêts remarquables et habitats rocheux du Plateau du Sornin;1312;5.6;45.19;1432;2;Alpine;2;1
240;4589;Milieux alluviaux et aquatiques de l'île de la Platière;937;4.76;45.35;141;10;Continentale;10;9
241;4592;Mont Colombier;2178;6.11;45.64;1311;10;Alpine;2;1
243;4593;Prairies humides et forêts alluviales du Val de Saône aval;1041;4.75;46.07;170;7;Continentale;16;13
244;4594;Monts de la Madeleine;266;3.8;46;1000;2;Continentale;9;8
245;4595;Forêt de Troncais;1300;2.69;46.64;250;7;Continentale;7;4
246;4597;Artense;696;2.72;45.44;950;9;Continentale;4;4
247;4599;Vallées et piémonts du Nord-Forez;465;3.62;45.79;787;3;Continentale;10;7
248;4601;Zones humides de la région de Riom-es-Montagne;769;2.68;45.28;950;8;Continentale;6;9
249;4606;Gorges de la Loire et affluents partie sud;7057;3.92;44.89;905;27;Continentale;9;6
250;4607;Lacs d'Espalem et de Lorlanges;67;3.2;45.29;635;2;Continentale;5;3
252;4614;Mont Lozère;11687;3.76;44.44;1187.5;13;Continentale;2;1
253;4615;Combe des Cades;304;3.57;44.41;1015;1;Méditerranéenne;7;3
254;4620;Le Caroux et l'Espinouse;2316;2.92;43.6;910;4;Continentale;1;1
255;4622;Plateau de Roquehaute;154.83;3.36;43.3;21.5;2;Méditerranéenne;0;0
256;4625;Complexe lagunaire de Salses;7818;3.03;42.75;-1;7;Méditerranéenne;15;14
257;4626;Massif de Madres-Coronat;21363;2.24;42.61;1434.5;22;Alpine;4;3
258;4627;Massif des Albères;6978;3.02;42.47;587;8;Méditerranéenne;6;4
260;4648;Adrets de Montjustin - les Craux - rochers et crêtes de Volx;3578;5.74;43.86;553;9;Méditerranéenne;2;2
261;4656;Gorges de la Vésubie et du Var - mont Vial - mont Férion;2090;7.14;43.9;771;9;Méditerranéenne;1;1
262;4664;Rochers et combes des monts de Vaucluse;1734;5.33;43.97;545;4;Méditerranéenne;1;1
263;4665;Ocres de Roussillon et de Gignac - Marnes de Perreal;1306;5.48;43.9;370;9;Méditerranéenne;1;1
264;4671;Chaîne de l'Etoile- massif du Garlaban;10044;5.5;43.38;408;12;Méditerranéenne;5;5
265;4674;Sources et tufs du Haut Var;5599;6.17;43.58;421;11;Méditerranéenne;2;2
266;4695;Rebord du plateau de Langres à Cohons et Chalindrey;200;5.39;47.8;439;5;Continentale;2;2
267;4697;Pelouses du Sud-Est haut-marnais;228;5.41;47.71;324;8;Continentale;1;1
268;4698;Pelouse de la côte de Chaumont à Brottes;11;5.13;48.08;304;1;Continentale;0;0
269;4699;Tufière de Rolampont;80;5.25;47.94;363;2;Continentale;0;0
270;4702;Prairies de la Voire et de l'Héronne;1088;4.57;48.47;115;8;Continentale;0;0
271;4703;Bois d'Humegnil-Epothemont;417;4.65;48.4;140;4;Continentale;0;0
272;4709;Vallée de l'Authie;742;1.86;50.33;60;17;Atlantique;5;5
273;4714;Marais de Sacy-le-Grand;1368;2.55;49.33;47;8;Atlantique;6;7
274;4728;Coteau de Dannes et de Camiers;97;1.63;50.57;100;3;Atlantique;15;15
275;4729;Pelouses et bois neutrocalcicoles des cuestas du Boulonnais et du Pays de Licques et forêt de Guines;661;1.88;50.73;150;21;Atlantique;14;13
276;4731;Coteau de la Montagne d'Acquin et pelouses du Val de Lumbres;68;2.09;50.73;115;4;Atlantique;8;8
277;4732;Pelouses, bois, forêts neutrocalcicoles et système alluvial de la moyenne vallée de l'Authie;115;2.05;50.25;77.5;12;Atlantique;13;12
278;4733;Landes, mares et bois acides du Plateau de Sorrus Saint Josse, prairies alluviales et bois tourbeux en aval de Montreuil;60;1.71;50.46;32;4;Atlantique;11;8
279;4735;Prairies et marais tourbeux de Guines;139;1.91;50.88;5;3;Atlantique;20;19
280;4736;Prairies, marais tourbeux, forêts et bois de la cuvette audomaroise et de ses versants;563;2.23;50.78;42;9;Atlantique;20;19
281;4737;Forêt de Tournehem et pelouses de la cuesta du pays de Licques;443;2.02;50.76;130;4;Atlantique;8;8
282;4739;Pelouses métallicoles de la plaine de la Scarpe;17;3.08;50.4;22.5;2;Atlantique;7;5
283;4740;Forêts de Raismes / Saint Amand / Wallers et Marchiennes et plaine alluviale de la Scarpe;1938;3.42;50.39;61.5;18;Atlantique;26;25
284;4741;Hautes Vallées de la Solre, de la Thure, de la Hante et leurs versants boisés et bocagers;244;4.15;50.21;190;11;Atlantique;17;17
285;4742;Marais de la grenouillère;17;2.11;50.4;34;2;Atlantique;5;4
286;4747;Tourbière des Cerneux-Gourinots et zones humides environnantes, les Seignes des Guinots, le Verbois;391;6.77;47.16;873;5;Continentale;0;0
287;4748;Vallées du Dessoubre, de la Réverotte et du Doubs;16271;6.61;47.17;632.5;51;Continentale;49;48
288;4749;Plateau du Lizon;2076;5.79;46.43;804;14;Continentale;9;5
290;4752;Entrecôtes du Milieu - Malvaux;1992;6.01;46.67;918;2;Continentale;0;0
291;4753;Forêts, corniches calcaires, ruisseaux et marais de Vulvoz à Viry;2400;5.76;46.3;763;7;Continentale;4;4
292;4755;Piémont vosgien;4701;6.91;47.74;687;12;Continentale;2;2
293;4756;Réseau de cavités à Minioptères de Schreibers en Franche-Comté (12 cavités);25;6.2;47.3;370;12;Continentale;0;0
294;4761;Basses vallées angevines, aval de la rivière Mayenne et prairies de la Baumette;9210;-0.53;47.55;19.5;28;Atlantique;14;11
295;4762;Cavités souterraines de l'Hôtel Hervé;6;-0.09;47.48;50;1;Atlantique;4;4
296;4763;Cavité souterraine de la Poinsonnière (Vieil Baugé);4;-0.1;47.53;55;1;Atlantique;4;4
297;4779;Vallée du Ciron;3379;-0.42;44.42;71;32;Atlantique;9;5
298;4780;Forêts dunaires de la Teste-de-Buch;5333;-1.17;44.57;33.5;2;Atlantique;4;6
299;4782;Coteaux de la vallée de la Lémance;230;0.99;44.58;175;4;Atlantique;4;5
300;4790;Réseau hydrographique des Jalles de Saint-Médard et d'Eysines;964;-0.76;44.85;24.5;9;Atlantique;12;9
301;4809;Plateau du Retord et chaîne du Grand Colombier;3623;5.71;46.06;1134;7;Continentale;4;4
302;4811;Pelouses, landes, falaises et forêts de la montagne d'Aucelon;1475;5.36;44.61;1112;1;Méditerranéenne;1;0
303;4821;Milieux alluviaux et aquatiques de la Loire;3728;4.14;45.83;310;43;Continentale;6;5
304;4825;Plaine des Varennes;858;3.43;45.79;410;9;Continentale;6;6
305;4826;Monts-Dore;7122;2.84;45.56;1377.5;12;Continentale;15;14
306;4833;Étang de Mauguio;7020;4.06;43.58;0;18;Méditerranéenne;14;13
308;4834;Étangs palavasiens;6600;3.87;43.51;10;7;Méditerranéenne;7;8
309;4839;Gorges de la Clamoux;861;2.45;43.35;512.5;5;Méditerranéenne;4;2
310;4840;Complexe lagunaire de Canet;1872;3.01;42.66;0;4;Méditerranéenne;7;5
311;4842;Embouchure du Tech et Grau de la Massane;954;3.05;42.56;0;2;Méditerranéenne;0;0
